epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.655995,0.572117,0.604450,0.701622,0.00008012
2,0.436001,0.310041,0.828028,0.882162,0.00009978
3,0.350955,0.284431,0.879326,0.900541,0.00009880
4,0.303074,0.390950,0.905748,0.824865,0.00009705
5,0.286748,0.191832,0.914864,0.928649,0.00009458
6,0.262773,0.188372,0.930624,0.929730,0.00009140
7,0.241173,0.173052,0.945921,0.940541,0.00008760
8,0.223030,0.147545,0.954574,0.951351,0.00008322
9,0.222977,0.140892,0.955037,0.956757,0.00007835
10,0.211227,0.164506,0.964308,0.943784,0.00007308
11,0.197607,0.144241,0.970179,0.951351,0.00006748
12,0.192237,0.131202,0.973888,0.956757,0.00006167
13,0.188700,0.118132,0.976514,0.966486,0.00005574
14,0.181895,0.117537,0.979141,0.965405,0.00004980
15,0.177605,0.110257,0.980532,0.969730,0.00004395
16,0.172565,0.108069,0.984549,0.967568,0.00003830
17,0.167694,0.109391,0.987948,0.969730,0.00003293
18,0.166233,0.104616,0.989184,0.967568,0.00002795
19,0.163775,0.104002,0.990111,0.965405,0.00002344
20,0.161084,0.098308,0.990729,0.969730,0.00001949
21,0.159001,0.105447,0.992120,0.971892,0.00001615
22,0.159011,0.100364,0.991347,0.971892,0.00001350
23,0.156809,0.096952,0.992429,0.970811,0.00001157
24,0.155672,0.097452,0.993201,0.971892,0.00001039
25,0.154001,0.098223,0.993511,0.972973,0.00001000
