epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.820000,0.640000,72.450000,74.120000,0.00010000
2,0.789583,0.618333,73.519583,75.083093,0.00009900
3,0.759167,0.596667,74.589167,76.046186,0.00009800
4,0.728750,0.575000,75.658750,77.009279,0.00009700
5,0.698333,0.553333,76.728333,77.972372,0.00009600
6,0.667917,0.531667,77.797917,78.935465,0.00009500
7,0.637500,0.510000,78.867500,79.898558,0.00009400
8,0.607083,0.488333,79.937083,80.861651,0.00009300
9,0.576667,0.466667,81.006667,81.824744,0.00009200
10,0.546250,0.445000,82.076250,82.787837,0.00009100
11,0.515833,0.423333,83.145833,83.750930,0.00009000
12,0.485417,0.401667,84.215417,84.714023,0.00008900
13,0.455000,0.380000,85.285000,85.677116,0.00008800
14,0.424583,0.358333,86.354583,86.640209,0.00008700
15,0.394167,0.336667,87.424167,87.603302,0.00008600
16,0.363750,0.315000,88.493750,88.566395,0.00008500
17,0.333333,0.293333,89.563333,89.529488,0.00008400
18,0.302917,0.271667,90.632917,90.492581,0.00008300
19,0.272500,0.250000,91.702500,91.455674,0.00008200
20,0.242083,0.228333,92.772083,92.418767,0.00008100
21,0.211667,0.206667,93.841667,93.381860,0.00008000
22,0.181250,0.185000,94.911250,94.344953,0.00007900
23,0.150833,0.163333,95.980833,95.308048,0.00007800
24,0.120417,0.141667,97.050417,96.271141,0.00007700
25,0.090000,0.120000,98.120000,97.234234,0.00007600
