epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.677333,0.628066,0.575093,0.651892,0.00008012
2,0.603420,0.536129,0.681242,0.718919,0.00009978
3,0.509369,0.459083,0.771477,0.775135,0.00009880
4,0.474725,0.452071,0.791718,0.775135,0.00009705
5,0.445526,0.425633,0.814277,0.800000,0.00009458
6,0.417290,0.372224,0.840698,0.840000,0.00009140
7,0.383278,0.369737,0.857695,0.835676,0.00008760
8,0.377267,0.345659,0.856613,0.846486,0.00008322
9,0.347431,0.357691,0.881953,0.849730,0.00007835
10,0.330530,0.321987,0.891842,0.858378,0.00007308
11,0.325217,0.318369,0.892460,0.876757,0.00006748
12,0.307304,0.348345,0.904821,0.858378,0.00006167
13,0.293070,0.285997,0.913937,0.872432,0.00005574
14,0.285028,0.311930,0.921663,0.864865,0.00004980
15,0.275311,0.293165,0.923053,0.864865,0.00004395
16,0.263669,0.289151,0.932942,0.870270,0.00003830
17,0.255771,0.272025,0.934178,0.890811,0.00003293
18,0.249329,0.266839,0.938659,0.892973,0.00002795
19,0.241883,0.265172,0.944376,0.896216,0.00002344
20,0.238699,0.266965,0.951020,0.894054,0.00001949
21,0.229742,0.268404,0.954883,0.882162,0.00001615
22,0.229156,0.258552,0.949938,0.884324,0.00001350
23,0.224526,0.261259,0.956273,0.896216,0.00001157
24,0.223593,0.255782,0.957200,0.902703,0.00001039
25,0.221493,0.253215,0.956891,0.903784,0.00001000
