epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.634785,0.433673,0.622528,0.807568,0.00008012
2,0.391764,0.255936,0.853832,0.902703,0.00009978
3,0.305867,0.334241,0.900958,0.859459,0.00009880
4,0.283063,0.180495,0.917336,0.937297,0.00009705
5,0.252259,0.178718,0.936805,0.923243,0.00009458
6,0.239024,0.136687,0.944221,0.960000,0.00009140
7,0.224500,0.140396,0.955501,0.957838,0.00008760
8,0.216818,0.142638,0.959827,0.942703,0.00008322
9,0.198950,0.118921,0.969252,0.961081,0.00007835
10,0.196363,0.101618,0.971106,0.975135,0.00007308
11,0.191279,0.096439,0.974815,0.976216,0.00006748
12,0.186479,0.087875,0.978214,0.983784,0.00006167
13,0.179202,0.092855,0.980686,0.976216,0.00005574
14,0.171803,0.090632,0.985321,0.978378,0.00004980
15,0.170203,0.088916,0.987330,0.981622,0.00004395
16,0.165547,0.086455,0.989030,0.978378,0.00003830
17,0.163100,0.086663,0.989648,0.979459,0.00003293
18,0.160096,0.086096,0.990575,0.979459,0.00002795
19,0.157817,0.110454,0.992892,0.966486,0.00002344
20,0.156408,0.085559,0.993356,0.979459,0.00001949
21,0.154443,0.081925,0.992892,0.981622,0.00001615
22,0.152508,0.079832,0.994901,0.984865,0.00001350
23,0.152724,0.077360,0.993974,0.982703,0.00001157
24,0.151287,0.079533,0.995519,0.983784,0.00001039
25,0.151415,0.088821,0.995365,0.978378,0.00001000
