start_idx,end_idx,rA,rB,pred,true,correct
8,328,0.6965697239608082,-0.20353728133891455,A,B,0
168,488,0.626531818380409,0.1596080847484146,A,B,0
328,648,0.5294405788033338,0.18038896624711512,A,B,0
488,808,0.1028426197931766,0.02840320233231816,A,B,0
648,968,0.7362893735105542,0.20845357284987864,A,B,0
808,1128,0.2786765250729673,-0.4374242227071613,A,B,0
968,1288,0.42550645387428343,0.47331150768828395,B,B,1
1128,1448,0.6044698548790021,0.6783509187228529,B,B,1
1288,1608,0.8284661043997662,0.2850824056556814,A,B,0
1448,1768,0.2883227281575814,-0.19397769100276074,A,B,0
1608,1928,0.3269201693617348,-0.1421860839857644,A,B,0
1768,2088,0.4427169835870582,-0.2256535603670125,A,B,0
1928,2248,0.5809280110115522,-0.5500368626681741,A,B,0
2088,2408,0.582782016958041,0.05305531818586623,A,B,0
2248,2568,0.6799941274715848,0.16435902842664987,A,B,0
2408,2728,0.6371300871818572,0.5585278747406611,A,B,0
2568,2888,0.4309928022812733,0.5150816607711417,B,B,1
2728,3048,0.6011813275997605,0.30403386293887813,A,B,0
2888,3208,0.5041907594022356,0.36357409412436176,A,B,0
3048,3368,0.5464601603061234,-0.29071499546004775,A,B,0
3208,3528,0.7687646148962582,-0.3322845927712786,A,B,0
3368,3688,0.5418336003262767,-0.0418442283572851,A,B,0
3528,3848,0.23550266360993324,0.11965015055092373,A,B,0
3688,4008,0.16730030017862355,-0.0643622488847718,A,B,0
3848,4168,0.06577547471208149,0.011969723807494288,A,B,0
4008,4328,-0.032835349219754346,0.13350976450202398,B,B,1
4168,4488,0.6665701717722438,-0.15328936438622662,A,B,0
4328,4648,0.7158808022836116,-0.2457129077413934,A,B,0
4488,4808,0.36258991015924685,-0.21596413604595688,A,B,0
4648,4968,-0.12073476992018424,-0.002491983622540012,B,B,1
4808,5128,0.544476318117764,0.15382548202274057,A,B,0
4968,5288,0.7008986813650664,-0.06601125289955125,A,B,0
5128,5448,0.5940617862551839,-0.19139399442145463,A,B,0
5288,5608,0.6534873675978898,-0.1871825390596751,A,B,0
5448,5768,0.5706919763599203,-0.27952351817093263,A,B,0
5608,5928,-0.15292517606905237,-0.2881810079849256,A,B,0
5768,6088,0.2267845684659313,0.0684086614577626,A,B,0
5928,6248,0.21108731977233253,0.33094245931587085,B,B,1
6088,6408,0.43980574404949324,0.21795516941263038,A,B,0
6248,6568,0.4235008613400163,-0.11353189512176433,A,B,0
6408,6728,0.3786270320740788,-0.1353056694567711,A,B,0
6568,6888,0.2883240057267256,0.034890584593288594,A,B,0
6728,7048,0.39638142016437505,0.01633006525756069,A,B,0
6888,7208,0.6950056590790207,-0.12409877189622719,A,B,0
7048,7368,0.7739554765705923,-0.1531871838185318,A,B,0
7208,7528,0.7658278318260059,0.2929623903052181,A,B,0
7368,7688,0.5162128421241131,-0.032577858893728606,A,B,0
7528,7848,0.505359324727907,-0.2898416131682754,A,B,0
7688,8008,0.37129101501947215,-0.19155750274987024,A,B,0
7848,8168,0.5133639277273623,-0.2665403465754309,A,B,0
8008,8328,0.7236445267608679,-0.2298396460714364,A,B,0
8168,8488,0.5520583837766752,-0.2610184811801965,A,B,0
8328,8648,0.5232812526679061,0.065965764905554,A,B,0
8488,8808,0.7292963923210788,-0.1729218845796406,A,B,0
8648,8968,0.6680019813113072,-0.32683187209199926,A,B,0
8808,9128,0.4402347441130791,-0.49634476319873466,A,B,0
8968,9288,0.6639058145530231,-0.19902295209192752,A,B,0
9128,9448,0.24976613243349655,-0.23069401087201322,A,B,0
9288,9608,0.14672855619005842,-0.26200143710111706,A,B,0
9448,9768,0.5264945224933084,-0.1853791995584219,A,B,0
9608,9928,0.7314492547505189,0.10856994262748713,A,B,0
9768,10088,0.47729612723235487,0.07499378471725647,A,B,0
9928,10248,0.43145365122565155,-0.43867306715591936,A,B,0
10088,10408,0.6475494807789479,-0.25029978291628796,A,B,0
10248,10568,0.5575034695798003,0.09996553468014897,A,B,0
10408,10728,0.506803846531811,0.35174234775485164,A,B,0
10568,10888,0.4478444429830865,0.1490815553794373,A,B,0
10728,11048,0.20467295034913266,-0.18208578745546908,A,B,0
10888,11208,0.6399934200649862,-0.1690008797084135,A,B,0
11048,11368,0.38290662513759366,-0.16957475229443056,A,B,0
11208,11528,0.12352279121647106,0.212731336349764,B,B,1
11368,11688,0.46841067065878145,0.11473696257191997,A,B,0
11528,11848,0.5775476586436524,-0.061168868973961295,A,B,0
11688,12008,0.4182846701753998,-0.3699979308904365,A,B,0
11848,12168,0.2915325614627535,-0.38554636575836126,A,B,0
12008,12328,0.1989147256119802,0.00332129731275199,A,B,0
12168,12488,0.08885247302892088,0.05455131151388918,A,B,0
12328,12648,0.2145339911259787,0.001345645463630459,A,B,0
12488,12808,0.3514726324341754,-0.034920580153925164,A,B,0
12648,12968,0.3523802578196099,0.16962854147017725,A,B,0
12808,13128,0.11519568711413108,-0.023514215042867177,A,B,0
12968,13288,0.597222182306753,0.047298772455732815,A,B,0
13128,13448,0.6415026348038991,-0.0694964924616405,A,B,0
13288,13608,-0.12551124469480804,-0.21623265914468232,A,B,0
13448,13768,0.23759153665941427,0.3546524793980172,B,B,1
13608,13928,0.6088664385800666,0.5517159165150978,A,B,0
13768,14088,0.5656164532077489,-0.1522196380379859,A,B,0
13928,14248,0.4817764530284006,-0.2438492344751834,A,B,0
14088,14408,0.49509136661629866,-0.2072913809241222,A,B,0
14248,14568,0.7142240279470976,-0.15752271003289256,A,B,0
14408,14728,0.6960180811501598,0.03861400587603312,A,B,0
14568,14888,0.5512144059673598,-0.08853709460722346,A,B,0
14728,15048,0.538406587777831,0.5256662516125176,A,B,0
14888,15208,0.13989888616900714,0.01915997288074607,A,B,0
15048,15368,0.38467151619327095,-0.24344348807012028,A,B,0
15208,15528,0.7254932267844567,-0.23435864912935694,A,B,0
15368,15688,0.45984547249289637,-0.4005902882113589,A,B,0
15528,15848,0.5332280089602961,-0.48520981025182347,A,B,0
15688,16008,0.6654832383547291,-0.3787304745262753,A,B,0
15848,16168,0.617250157220879,-0.40762025220507475,A,B,0
16008,16328,0.4946417136445257,-0.28220341780852043,A,B,0
16168,16488,0.19532968945315618,-0.054788874457074054,A,B,0
16328,16648,0.5523048875291064,-0.16497073296040735,A,B,0
16488,16808,0.6204538254613431,-0.49162652955133673,A,B,0
16648,16968,0.8040709997143676,-0.18531299434795695,A,B,0
16808,17128,0.6686634432407742,-0.36192667614554913,A,B,0
16968,17288,0.5480479319419558,-0.018747961889116774,A,B,0
17128,17448,0.46298195378051454,-0.24297159479279323,A,B,0
17288,17608,0.43619103523551067,-0.11766004470185149,A,B,0
17448,17768,0.20146977384093723,0.10911927388242804,A,B,0
17608,17928,0.12873594676388614,0.08063298025067964,A,B,0
17768,18088,0.27400970943704694,-0.0275929470111465,A,B,0
17928,18248,0.19885255167880025,-0.0015752749084873262,A,B,0
18088,18408,0.29063945583609085,0.1646374603019349,A,B,0
18248,18568,0.2895642539774086,0.05988643309023961,A,B,0
18408,18728,0.06819017339544045,-0.09354561976854893,A,B,0
18568,18888,0.032003306102948124,-0.08130930729634213,A,B,0
18728,19048,-0.18010384611125932,-0.2029037920003572,A,B,0
18888,19208,0.5888157497998623,0.2401783802507974,A,B,0
19048,19368,0.5546090142063113,-0.08774655991455987,A,B,0
19208,19528,0.6868841843021297,-0.046432741822930286,A,B,0
19368,19688,0.6896873056427826,-0.22130198685615132,A,B,0
19528,19848,0.29156168885422357,-0.4669288943563583,A,B,0
19688,20008,-0.09363321591468321,-0.047160671931159893,B,B,1
19848,20168,0.1924310511885572,0.1464270213484207,A,B,0
20008,20328,0.6101405128739086,-0.16685173959936378,A,B,0
20168,20488,0.453250665936687,-0.03361708601992035,A,B,0
20328,20648,0.2122714440165101,-0.25056082828979503,A,B,0
20488,20808,0.1249303157537567,0.18729049770090006,B,B,1
20648,20968,-0.20237099161230976,0.17061194797818482,B,B,1
20808,21128,0.2641467749825704,-0.12545322670070752,A,B,0
20968,21288,0.6672180350781608,-0.15487760477304677,A,B,0
21128,21448,0.5760076886547664,0.2707423391149016,A,B,0
21288,21608,0.09860591537222932,0.10847511477485121,B,B,1
21448,21768,0.24187899826363177,-0.19092984816609462,A,B,0
21608,21928,0.12051041801517402,-0.23583595206140187,A,B,0
21768,22088,0.29167644656921266,-0.13969776577113777,A,B,0
21928,22248,0.40180606230414645,0.14680987524219946,A,B,0
22088,22408,0.12084541115375652,0.08447924935132146,A,B,0
22248,22568,0.28344152455151433,0.2850241605696981,B,B,1
22408,22728,0.2041572418665901,0.32453980366576396,B,B,1
22568,22888,0.024467474467659584,0.015425359732495494,A,B,0
22728,23048,-0.06073558989792961,-0.025033152158683746,B,B,1
22888,23208,0.2061185867528021,0.03997710881675969,A,B,0
23048,23368,0.5343974988472936,0.26286969616224376,A,B,0
23208,23528,0.5580601341573808,0.23863280920189395,A,B,0
23368,23688,0.26412772570466714,0.09896419289497635,A,B,0
23528,23848,0.10944567371785076,0.019195065330153752,A,B,0
23688,24008,-0.14115579302706902,0.05105838125646601,B,B,1
23848,24168,-0.17107352245946406,0.10545412622648057,B,B,1
24008,24328,-0.22772820057405044,-0.004539851875454574,B,B,1
24168,24488,-0.11779192735693002,-0.1845717602500675,A,B,0
24328,24648,0.5617355393578958,-0.06222785888858037,A,B,0
24488,24808,0.5690377347295336,0.1749734127142928,A,B,0
24648,24968,0.5080712527977247,0.10403281804976058,A,B,0
24808,25128,0.4133864337869496,-0.416165734533399,A,B,0
24968,25288,0.389760885731919,0.07566810869992993,A,B,0
25128,25448,0.36989665848295183,-0.27253829207176583,A,B,0
25288,25608,0.6159071194128124,-0.2045590026319074,A,B,0
25448,25768,0.5756988513041484,0.14342538422411621,A,B,0
25608,25928,0.471456793878932,-0.11473185805260003,A,B,0
25768,26088,0.5085747620062853,-0.30861751202953447,A,B,0
25928,26248,0.7509810996414075,0.2811506259163673,A,B,0
26088,26408,0.7066309284671797,0.37919852847376834,A,B,0
26248,26568,0.5265632394278377,0.29441572131454563,A,B,0
26408,26728,0.062497655655619024,0.010795042681568784,A,B,0
26568,26888,0.3774719872759619,0.4039502192751237,B,B,1
26728,27048,0.5146973251517404,0.11767932787548671,A,B,0
26888,27208,0.7431481067319948,0.3071729550303241,A,B,0
27048,27368,0.7576954800731011,0.2655964666383075,A,B,0
27208,27528,0.8573416839313259,0.4763894202675006,A,B,0
27368,27688,0.7443349005268506,-0.06749236653120361,A,B,0
27528,27848,0.6181833018267647,-0.2951154361141261,A,B,0
27688,28008,0.5996004458260513,-0.486531263872235,A,B,0
27848,28168,0.4999329246575977,-0.5346331854315137,A,B,0
28008,28328,0.30365162877698226,-0.20408654963744818,A,B,0
28168,28488,0.45948917909997866,-0.27454712487083194,A,B,0
28328,28648,0.669802394730631,-0.173455351301564,A,B,0
28488,28808,0.7566532002630323,-0.5925690864446286,A,B,0
28648,28968,0.7319668127288931,-0.41247019601757956,A,B,0
28808,29128,0.4924850824757872,-0.027014688995175815,A,B,0
28968,29288,0.720610137657842,-0.22345499340845068,A,B,0
29128,29448,0.728096560318094,0.24169849769503177,A,B,0
29288,29608,0.2525140245781404,0.04690628749055646,A,B,0
29448,29768,0.2778303594109093,0.021919665410760854,A,B,0
29608,29928,0.36709506347886944,-0.2609722324720608,A,B,0
29768,30088,0.09845339724487533,-0.31541548066674946,A,B,0
29928,30248,0.174119036134273,-0.20531186439684623,A,B,0
30088,30408,0.32312720945654794,-0.22080166387029404,A,B,0
30248,30568,0.5847289729481714,0.252114142673986,A,B,0
30408,30728,0.089371760267812,0.062047754858834854,A,B,0
30568,30888,0.038615807519505,0.03846552310879454,A,B,0
30728,31048,0.5492570181325492,0.07639310315565917,A,B,0
30888,31208,0.5139216358833102,-0.19843360521468173,A,B,0
31048,31368,0.6613498909748458,-0.14240424148021197,A,B,0
31208,31528,0.4937995551446598,-0.429213390534369,A,B,0
31368,31688,0.736782910840608,0.12295571975789586,A,B,0
31528,31848,0.692657082857305,0.5606320622448256,A,B,0
31688,32008,0.477367276731986,0.5197421527985113,B,B,1
31848,32168,0.7742904985904869,0.07973198281327672,A,B,0
32008,32328,0.7172768406390537,0.2514632014111433,A,B,0
32168,32488,0.2819805082845215,0.4047037000907049,B,B,1
32328,32648,0.4273119693329105,-0.1632521038367903,A,B,0
