start_idx,end_idx,rA,rB,pred,true,correct
8,328,0.49882640462555383,0.2781120272424093,A,A,1
168,488,0.554620747700401,0.03457827210701141,A,A,1
328,648,0.7081233494611572,0.39384138468653385,A,A,1
488,808,0.3391005502694683,-0.2911652077304569,A,A,1
648,968,0.6922192411524376,-0.0017152673596891445,A,A,1
808,1128,0.26449860601412745,-0.21220338333569802,A,A,1
968,1288,0.06257098219805529,0.2560127172067464,B,A,0
1128,1448,0.5108846028945646,0.4148228946669811,A,A,1
1288,1608,0.8236090874038031,0.018087776215263078,A,A,1
1448,1768,0.25292305660180975,-0.604812243844865,A,A,1
1608,1928,0.4037631578822934,-0.09967171670347591,A,A,1
1768,2088,0.5646733051116197,0.21977321360988192,A,A,1
1928,2248,0.3785352587154966,-0.1995326405748167,A,A,1
2088,2408,0.2665648533897247,0.050169242207954025,A,A,1
2248,2568,0.29674022265995414,0.048509512370438476,A,A,1
2408,2728,0.49799974544559056,0.6284103852536645,B,A,0
2568,2888,0.32802093010977124,0.2720605700032225,A,A,1
2728,3048,0.6373880080615411,0.02747952116314797,A,A,1
2888,3208,0.570774333583921,-0.015316871669365559,A,A,1
3048,3368,0.31413127760859794,-0.03478603917552847,A,A,1
3208,3528,0.5718382007675543,0.081085196853109,A,A,1
3368,3688,0.5879581332214416,-0.1621611233500585,A,A,1
3528,3848,0.16562289508214073,0.06866166302404524,A,A,1
3688,4008,0.0187519018561021,0.10574891071211157,B,A,0
3848,4168,0.0151700733113206,0.046123190915707435,B,A,0
4008,4328,0.23940793104972594,-0.01688810845358238,A,A,1
4168,4488,0.12773503056312155,-0.024069019940070397,A,A,1
4328,4648,0.1268406231729169,0.1013388224244458,A,A,1
4488,4808,0.3350479091002655,0.07128645920855266,A,A,1
4648,4968,0.4429422145548987,0.13484641492962443,A,A,1
4808,5128,0.4127526524933656,0.026569561448727103,A,A,1
4968,5288,0.4178262010204172,-0.02082474333781724,A,A,1
5128,5448,0.6409534396588307,-0.08316229739787385,A,A,1
5288,5608,0.558675884848942,0.3396204343965846,A,A,1
5448,5768,0.2029715536528054,0.06287871015972983,A,A,1
5608,5928,-0.02779003451245677,-0.015700196203577363,B,A,0
5768,6088,-0.027668463014715074,-0.27421749333160683,A,A,1
5928,6248,0.1713494720227584,-0.44390600663587304,A,A,1
6088,6408,0.1253516276797407,-0.1443008615473523,A,A,1
6248,6568,0.5021469908949918,-0.08823257840503568,A,A,1
6408,6728,0.3880910681028087,0.059402082477005576,A,A,1
6568,6888,0.4825671719305273,0.06831405448552273,A,A,1
6728,7048,0.5506599184176576,0.03770670600074704,A,A,1
6888,7208,0.38345626244947223,0.1678307171687487,A,A,1
7048,7368,0.6418997638957898,0.16081259066243142,A,A,1
7208,7528,0.6651146475717392,0.26403084028867374,A,A,1
7368,7688,0.4524721088359728,-0.1076377308973052,A,A,1
7528,7848,0.11062700772740082,0.3719395014414902,B,A,0
7688,8008,-0.32662158956753623,0.5116204262621135,B,A,0
7848,8168,-0.12401019612707856,0.4596933409787335,B,A,0
8008,8328,0.40678697661162805,-0.1994353376471677,A,A,1
8168,8488,0.5182090093091958,-0.07300652939472856,A,A,1
8328,8648,0.540959031686326,0.14547302759894146,A,A,1
8488,8808,0.2925010959137855,-0.18576580898859082,A,A,1
8648,8968,0.2781825728673172,-0.2576853747672183,A,A,1
8808,9128,0.4659155590236003,-0.18051021898310407,A,A,1
8968,9288,0.5413956726348138,0.0142330998501675,A,A,1
9128,9448,0.5916387061661392,-0.33213814711284523,A,A,1
9288,9608,0.6294444166781539,0.0014048942972840904,A,A,1
9448,9768,0.5678224612672248,0.0647109329025599,A,A,1
9608,9928,0.624326477921284,0.06788006882840605,A,A,1
9768,10088,0.1700994811478891,-0.031812066874977125,A,A,1
9928,10248,0.5973185464943617,-0.2430738759658481,A,A,1
10088,10408,0.5900327767800609,-0.25120741056550405,A,A,1
10248,10568,0.022721823710004488,0.027628234757687654,B,A,0
10408,10728,0.5602643781910212,0.009953658311860965,A,A,1
10568,10888,0.2400061477197282,-0.3811492444603823,A,A,1
10728,11048,0.029115084004187854,-0.13732958318903704,A,A,1
10888,11208,0.5511279533962152,-0.10188272098930057,A,A,1
11048,11368,0.48315264780016126,-0.30568273906171234,A,A,1
11208,11528,0.11557124424945221,-0.22356979669932311,A,A,1
11368,11688,0.5231350519467876,-0.012059349629331877,A,A,1
11528,11848,0.4235532631115867,-0.22440772046731125,A,A,1
11688,12008,0.30127072334287053,0.17861698226348924,A,A,1
11848,12168,0.03720330095256513,0.16449175237928623,B,A,0
12008,12328,-0.21730758056905494,0.16979942563568745,B,A,0
12168,12488,-0.028569355243377108,0.07912587859703066,B,A,0
12328,12648,0.08335360335363003,0.10111889556524314,B,A,0
12488,12808,0.36593938436834716,0.07119946356597635,A,A,1
12648,12968,0.4312490058661638,0.029042011763404624,A,A,1
12808,13128,0.16162585879744953,-0.09799662328047067,A,A,1
12968,13288,0.5979449481288339,0.22056970425482195,A,A,1
13128,13448,0.535323185123742,0.003795493807569861,A,A,1
13288,13608,0.6615938025490005,-0.42863978908887845,A,A,1
13448,13768,0.5774598925735452,0.1105185875736438,A,A,1
13608,13928,0.3147262788205205,0.18728777573183072,A,A,1
13768,14088,0.4321265758866641,-0.1001989742938675,A,A,1
13928,14248,0.32038540483259703,-0.4098253856485765,A,A,1
14088,14408,0.3091939986706581,-0.5461007804786023,A,A,1
14248,14568,0.20310476432143662,-0.44658880803754764,A,A,1
14408,14728,0.4164641595466431,0.19505011267452646,A,A,1
14568,14888,0.025292060665603407,0.3663018048276106,B,A,0
14728,15048,0.32004769608298045,0.24680558178712975,A,A,1
14888,15208,0.39441301785680005,0.3959832309380867,B,A,0
15048,15368,0.26808756042940923,-0.13994958804874233,A,A,1
15208,15528,0.6068983634106043,-0.22245151342495792,A,A,1
15368,15688,0.07560119540712114,0.18507416837046237,B,A,0
15528,15848,-0.04465702337342877,0.051619732715126175,B,A,0
15688,16008,0.4381608666402488,-0.19095127580931937,A,A,1
15848,16168,0.6685209347841804,-0.27634078990720323,A,A,1
16008,16328,0.7159808367377529,-0.20887444701126845,A,A,1
16168,16488,0.7071868831780316,-0.35755499556134196,A,A,1
16328,16648,0.7526443291820111,0.09022288508571791,A,A,1
16488,16808,0.2350037499171381,0.47357014580128004,B,A,0
16648,16968,0.22780919234076522,0.008911611867457998,A,A,1
16808,17128,0.6423819791247535,0.007603976686211325,A,A,1
16968,17288,0.531194736071264,-0.06693395493640318,A,A,1
17128,17448,0.3912106180634607,-0.15332803067952713,A,A,1
17288,17608,0.45310785146543275,-0.21101853994877623,A,A,1
17448,17768,0.23154575262622865,-0.23225116275786584,A,A,1
17608,17928,0.09506501224644491,0.11629378830409266,B,A,0
17768,18088,0.22632568655657057,-0.03176777419526044,A,A,1
17928,18248,0.18068905268521823,-0.1069753394802524,A,A,1
18088,18408,0.38858705931948967,0.051279705904876786,A,A,1
18248,18568,0.14409374064161992,0.19345724690154617,B,A,0
18408,18728,0.09364300651075305,-0.06727004231619782,A,A,1
18568,18888,0.05836989715697348,-0.020484790230858356,A,A,1
18728,19048,0.24447022874261648,0.1454053568386788,A,A,1
18888,19208,0.19790789188019406,0.011036580568287992,A,A,1
19048,19368,-0.024615413674090453,-0.18872564800150393,A,A,1
