epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.693304,0.693260,0.497053,0.490791,0.00006015
2,0.692789,0.690691,0.517060,0.541712,0.00012015
3,0.691387,0.688391,0.531172,0.540628,0.00018015
4,0.685786,0.687860,0.549473,0.560130,0.00024015
5,0.681559,0.683945,0.568548,0.548212,0.00030000
6,0.667228,0.685463,0.602047,0.549296,0.00029993
7,0.638247,0.677949,0.639113,0.598050,0.00029970
8,0.576082,0.657610,0.700217,0.615385,0.00029934
9,0.516857,0.714069,0.745968,0.608884,0.00029882
10,0.448320,0.695113,0.790788,0.644637,0.00029816
11,0.367989,0.774431,0.838400,0.635970,0.00029735
12,0.305265,0.813594,0.872208,0.667389,0.00029640
13,0.238489,1.031063,0.905087,0.656555,0.00029530
14,0.188170,1.130050,0.925713,0.684724,0.00029406
15,0.167471,1.084346,0.938120,0.703142,0.00029269
16,0.123099,1.725578,0.953319,0.687974,0.00029117
17,0.131836,2.206076,0.951768,0.665222,0.00028951
18,0.111915,1.805175,0.964485,0.706392,0.00028772
19,0.121972,1.728768,0.966191,0.708559,0.00028579
20,0.106235,1.954356,0.965416,0.709642,0.00028373
21,0.100411,1.928719,0.972084,0.700975,0.00028154
22,0.077194,2.501338,0.978753,0.698808,0.00027922
23,0.074394,2.592876,0.977357,0.711809,0.00027678
24,0.082309,2.417029,0.977202,0.718310,0.00027422
25,0.081062,2.753830,0.979839,0.705309,0.00027153
26,0.090526,2.552549,0.974566,0.709642,0.00026873
27,0.065333,2.870675,0.984336,0.718310,0.00026582
28,0.066507,2.920723,0.982165,0.711809,0.00026280
29,0.083489,2.694575,0.977978,0.699892,0.00025967
30,0.070106,3.003337,0.982320,0.711809,0.00025643
31,0.058987,2.928400,0.984181,0.703142,0.00025310
32,0.069168,2.769866,0.982165,0.721560,0.00024967
33,0.051884,3.021679,0.985732,0.717226,0.00024615
34,0.041374,3.210505,0.988989,0.725894,0.00024253
35,0.043862,3.541273,0.989609,0.721560,0.00023884
36,0.044581,3.597270,0.988989,0.719393,0.00023506
37,0.057616,3.141811,0.986042,0.721560,0.00023121
38,0.064763,3.639923,0.984491,0.717226,0.00022728
