epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.681773,0.687333,0.571960,0.580715,0.00006015
2,0.678134,0.677466,0.587469,0.580715,0.00012015
3,0.674322,0.673225,0.585608,0.583965,0.00018015
4,0.669587,0.672159,0.593517,0.596966,0.00024015
5,0.657589,0.663399,0.608871,0.600217,0.00030000
6,0.638523,0.667167,0.636166,0.593716,0.00029993
7,0.600395,0.642028,0.678815,0.632719,0.00029970
8,0.570283,0.646650,0.705490,0.644637,0.00029934
9,0.518309,0.667212,0.742246,0.650054,0.00029882
10,0.464251,0.647190,0.777295,0.672806,0.00029816
11,0.406943,0.688865,0.812500,0.652221,0.00029735
12,0.345666,0.703859,0.849100,0.687974,0.00029640
13,0.276638,0.738956,0.884305,0.713976,0.00029530
14,0.246671,0.887339,0.901830,0.711809,0.00029406
15,0.193919,0.943748,0.927109,0.716143,0.00029269
16,0.176824,1.073894,0.931607,0.726977,0.00029117
17,0.136036,1.296942,0.950062,0.718310,0.00028951
18,0.131502,1.219317,0.953629,0.717226,0.00028772
19,0.111189,1.451197,0.962934,0.732394,0.00028579
20,0.112339,1.843210,0.964950,0.744312,0.00028373
21,0.108581,1.876201,0.969758,0.707476,0.00028154
22,0.106456,1.857141,0.968828,0.726977,0.00027922
23,0.106173,1.971399,0.969448,0.734561,0.00027678
24,0.090884,1.937145,0.973015,0.737811,0.00027422
25,0.083816,2.058846,0.977978,0.751896,0.00027153
26,0.110306,1.879897,0.971309,0.739978,0.00026873
27,0.089266,2.076537,0.976117,0.717226,0.00026582
28,0.057952,1.937743,0.985112,0.749729,0.00026280
29,0.067261,1.922994,0.981545,0.730228,0.00025967
30,0.061474,2.276524,0.984957,0.736728,0.00025643
31,0.086400,2.255451,0.978753,0.752979,0.00025310
32,0.070049,2.130892,0.983561,0.730228,0.00024967
33,0.066012,2.247036,0.982320,0.751896,0.00024615
34,0.061378,2.509730,0.985577,0.737811,0.00024253
35,0.065284,2.504870,0.985267,0.771398,0.00023884
36,0.052215,2.419603,0.986352,0.742145,0.00023506
37,0.053812,2.687589,0.986507,0.738895,0.00023121
