epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.673817,0.658495,0.607785,0.627302,0.00006015
2,0.667189,0.663874,0.608716,0.622969,0.00012015
3,0.654006,0.652633,0.619727,0.634886,0.00018015
4,0.640768,0.657210,0.636166,0.616468,0.00024015
5,0.627775,0.670468,0.649814,0.638137,0.00030000
6,0.600818,0.663026,0.679280,0.648971,0.00029993
7,0.557814,0.699955,0.712004,0.603467,0.00029970
8,0.521455,0.679867,0.743486,0.644637,0.00029934
9,0.477500,0.679419,0.776520,0.660888,0.00029882
10,0.426693,0.666825,0.801954,0.667389,0.00029816
11,0.361608,0.701619,0.842587,0.678223,0.00029735
12,0.302564,0.762412,0.875620,0.703142,0.00029640
13,0.265251,0.747470,0.890509,0.720477,0.00029530
14,0.208178,1.044424,0.917029,0.709642,0.00029406
15,0.189840,1.071323,0.928660,0.718310,0.00029269
16,0.158966,1.156273,0.941067,0.715060,0.00029117
17,0.134783,1.477747,0.951458,0.735645,0.00028951
18,0.123623,1.567073,0.960298,0.721560,0.00028772
19,0.107978,1.648113,0.966036,0.713976,0.00028579
20,0.117658,1.694810,0.965571,0.752979,0.00028373
21,0.087548,1.952581,0.971774,0.738895,0.00028154
22,0.098137,2.216579,0.972860,0.724810,0.00027922
23,0.082982,2.028636,0.977667,0.715060,0.00027678
24,0.060693,2.401128,0.981855,0.751896,0.00027422
25,0.091120,1.828956,0.975962,0.734561,0.00027153
26,0.072119,2.166654,0.979529,0.748646,0.00026873
27,0.081745,2.486733,0.978753,0.730228,0.00026582
28,0.062946,2.363677,0.981545,0.735645,0.00026280
29,0.069787,2.032075,0.984336,0.742145,0.00025967
30,0.073844,2.194134,0.984957,0.741062,0.00025643
31,0.066695,2.473537,0.982940,0.709642,0.00025310
32,0.035216,2.613582,0.989454,0.718310,0.00024967
33,0.060806,2.381848,0.986042,0.737811,0.00024615
