epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.683835,0.683018,0.566842,0.569881,0.00006015
2,0.680228,0.683141,0.578939,0.569881,0.00012015
3,0.676859,0.678841,0.585143,0.572048,0.00018015
4,0.670901,0.667400,0.592277,0.599133,0.00024015
5,0.657319,0.674106,0.612283,0.579632,0.00030000
6,0.624364,0.637053,0.640819,0.628386,0.00029993
7,0.581685,0.653148,0.682382,0.621885,0.00029970
8,0.540024,0.597445,0.722084,0.681473,0.00029934
9,0.494077,0.564385,0.755273,0.715060,0.00029882
10,0.460352,0.618695,0.778846,0.705309,0.00029816
11,0.392949,0.633679,0.820720,0.718310,0.00029735
12,0.353942,0.608859,0.844293,0.737811,0.00029640
13,0.289974,0.668079,0.875155,0.742145,0.00029530
14,0.250319,0.774164,0.898573,0.741062,0.00029406
15,0.212961,0.883722,0.919665,0.723727,0.00029269
16,0.191287,0.878006,0.930986,0.744312,0.00029117
17,0.160018,1.432576,0.938431,0.708559,0.00028951
18,0.142189,1.319226,0.948821,0.731311,0.00028772
19,0.138639,1.324434,0.955955,0.742145,0.00028579
20,0.130164,1.407616,0.959057,0.760563,0.00028373
21,0.103707,1.851663,0.967122,0.751896,0.00028154
22,0.111780,1.532998,0.964950,0.746479,0.00027922
23,0.095710,1.647284,0.970689,0.767064,0.00027678
24,0.082559,2.074752,0.974256,0.750813,0.00027422
25,0.093553,2.073310,0.972395,0.745395,0.00027153
26,0.072193,2.228903,0.981700,0.736728,0.00026873
27,0.077817,3.043679,0.977357,0.724810,0.00026582
28,0.071907,2.703780,0.983406,0.747562,0.00026280
29,0.088782,2.147735,0.979063,0.750813,0.00025967
30,0.076843,2.098298,0.979063,0.751896,0.00025643
31,0.064576,2.206968,0.983561,0.748646,0.00025310
32,0.064405,2.505902,0.979994,0.744312,0.00024967
33,0.064677,2.306119,0.983406,0.754063,0.00024615
34,0.059212,2.420642,0.985732,0.750813,0.00024253
35,0.062798,2.430570,0.984026,0.749729,0.00023884
36,0.048853,2.700653,0.989919,0.764897,0.00023506
37,0.061560,2.702650,0.985887,0.757313,0.00023121
38,0.050378,2.846399,0.987128,0.767064,0.00022728
39,0.051891,2.676417,0.987128,0.749729,0.00022329
