start_idx,end_idx,rA,rB,pred,true,correct
8,328,0.4191625817069375,0.19374844918799114,A,B,0
168,488,0.5382811467631363,0.054428700387492264,A,B,0
328,648,0.7130967942941473,-0.07254835719987691,A,B,0
488,808,0.67550089433646,0.08396660213231928,A,B,0
648,968,0.22408030914124882,-0.23153571161434525,A,B,0
808,1128,0.3682656425518224,-0.2172311525781784,A,B,0
968,1288,0.6195222153480839,-0.3286313035818704,A,B,0
1128,1448,0.5706246594719826,-0.4025968504421763,A,B,0
1288,1608,0.47122327621232224,-0.1782353785830305,A,B,0
1448,1768,0.5998363865761885,-0.36141378174265626,A,B,0
1608,1928,0.4547627438783733,-0.29618999627002995,A,B,0
1768,2088,0.32566866924689897,-0.06708891371843029,A,B,0
1928,2248,0.33781053467038674,-0.11510527920716819,A,B,0
2088,2408,0.5644353726578017,-0.20812982311648168,A,B,0
2248,2568,0.5068351609049447,-0.21825482867735055,A,B,0
2408,2728,0.14205166673557224,-0.28253772073013245,A,B,0
2568,2888,0.13573494204113332,-0.10531444685330835,A,B,0
2728,3048,0.2609712744801327,0.04257500764808758,A,B,0
2888,3208,0.09456045240274671,0.21363298482052615,B,B,1
3048,3368,-0.13032705963883234,0.3044819752260325,B,B,1
3208,3528,-0.0010469670000391516,0.1355996602722378,B,B,1
3368,3688,0.237488867750232,0.06357612649564053,A,B,0
3528,3848,0.40796707094000995,0.37573942523491277,A,B,0
3688,4008,0.47666581516326567,0.33680689754179005,A,B,0
3848,4168,0.47342121677285737,0.25496198814379084,A,B,0
4008,4328,0.2802468194758569,0.26713648966180725,A,B,0
4168,4488,-0.08226700073659622,0.1651194681812991,B,B,1
4328,4648,-0.08613805802635825,0.13937646914152066,B,B,1
4488,4808,0.19384560345265245,-0.2217195128927301,A,B,0
4648,4968,0.17207509914539093,-0.1701615358703451,A,B,0
4808,5128,0.3364237770279487,-0.34127036241642494,A,B,0
4968,5288,0.3874172838013532,-0.30639680977777883,A,B,0
5128,5448,0.09444820032644234,-0.2986760256634182,A,B,0
5288,5608,-0.00618332818446778,-0.529358003731844,A,B,0
5448,5768,0.43064277229101977,0.01812061344653451,A,B,0
5608,5928,-0.011938865453851437,-0.33485742579453165,A,B,0
5768,6088,0.13600762354981055,-0.11875843729148965,A,B,0
5928,6248,0.3396734832498624,-0.5649462336583327,A,B,0
6088,6408,0.39580631991338916,-0.3561655894295279,A,B,0
6248,6568,0.05642357105374009,0.006847967090039741,A,B,0
6408,6728,0.11417697894873606,-0.10134181992997705,A,B,0
6568,6888,0.3087860871690201,0.02936874414667156,A,B,0
6728,7048,0.18331608122462753,-0.13797284212126906,A,B,0
6888,7208,-0.06283826888183863,-0.07414452697731146,A,B,0
7048,7368,-0.09409693081014482,-0.01238356878522664,B,B,1
7208,7528,0.25359534177612947,-0.09609107664654025,A,B,0
7368,7688,0.4783581310128465,-0.08655528729552986,A,B,0
7528,7848,0.7773729972160887,0.07460679180178365,A,B,0
7688,8008,0.8169384044319085,-0.043422004726744276,A,B,0
7848,8168,0.8085979382860502,0.19213948708536233,A,B,0
8008,8328,0.3174151693063132,0.0011010385023144803,A,B,0
8168,8488,0.11228718185977292,-0.4886534417660001,A,B,0
8328,8648,0.6709509176082645,-0.19398206932620862,A,B,0
8488,8808,0.4737756522681449,0.407783221590618,A,B,0
