start_idx,end_idx,rA,rB,pred,true,correct
8,328,0.43161731155060495,-0.6160798856807168,A,A,1
168,488,0.6255267725502671,-0.5944491935066082,A,A,1
328,648,0.12641950973053132,-0.5538122575736877,A,A,1
488,808,-0.19292115711450042,-0.11032920702767539,B,A,0
648,968,-0.08435257703132337,-0.03537988059203204,B,A,0
808,1128,0.43121652380103115,0.2747155571156179,A,A,1
968,1288,0.44698711450166345,-0.14200988858537603,A,A,1
1128,1448,0.03803831172772235,-0.4082373366640379,A,A,1
1288,1608,0.498362972793387,-0.12685673797081992,A,A,1
1448,1768,0.5255142890414951,-0.23939972037256596,A,A,1
1608,1928,0.24796207851350408,-0.2753960184503331,A,A,1
1768,2088,-0.0924402114693855,-0.02811265321486635,B,A,0
1928,2248,0.4199656892990106,0.27654157702496235,A,A,1
2088,2408,0.3571234404990144,-0.17291355624877006,A,A,1
2248,2568,0.633365170044347,-0.02372724554949956,A,A,1
2408,2728,0.18151929246655268,-0.08959018167953842,A,A,1
2568,2888,0.6049053403033542,-0.32610351923685393,A,A,1
2728,3048,0.42148638903164426,-0.41089261468527183,A,A,1
2888,3208,0.680310873117791,-0.3718480628214207,A,A,1
3048,3368,0.7296571589192649,-0.09457182365156089,A,A,1
3208,3528,0.7055847484995336,-0.06144786840573349,A,A,1
3368,3688,0.31015055250930307,0.09243971868910533,A,A,1
3528,3848,0.3862963242940849,0.44061589458370953,B,A,0
3688,4008,0.543006338845916,0.38950223133006545,A,A,1
3848,4168,0.3252612484293768,-0.29999702248018617,A,A,1
4008,4328,0.6509549451641443,-0.05361516863151971,A,A,1
4168,4488,0.5577663297478046,-0.054906565764124234,A,A,1
4328,4648,0.3441946954646838,-0.2602293000434796,A,A,1
4488,4808,0.4159129109549273,-0.13606966826804398,A,A,1
4648,4968,0.3122270545042187,-0.38257727192619273,A,A,1
4808,5128,0.39198463818037727,-0.28645408757514196,A,A,1
4968,5288,0.22911562881861017,-0.34925579825933434,A,A,1
5128,5448,0.2919588057896639,-0.03797988929615584,A,A,1
5288,5608,0.31646763466843975,-0.010114805075691199,A,A,1
5448,5768,0.7331221620250505,-0.20029940211376554,A,A,1
5608,5928,0.7906497243227745,-0.06963221583677674,A,A,1
5768,6088,0.7364393638445711,-0.18625627978007453,A,A,1
5928,6248,0.6334330865111631,-0.10333173564227763,A,A,1
6088,6408,0.5161142507003043,-0.02188154431365799,A,A,1
6248,6568,0.33515403644771524,-0.049373906027437096,A,A,1
6408,6728,0.1500490905252959,0.16639061335763955,B,A,0
6568,6888,0.006029399149261292,0.13694427066945564,B,A,0
6728,7048,-0.10688351960560476,0.08104575014269244,B,A,0
6888,7208,0.25915987291975556,0.08305288357843647,A,A,1
7048,7368,0.16996845177920153,0.387191095049619,B,A,0
7208,7528,0.21691211368476176,-0.22204564480805336,A,A,1
7368,7688,0.500131767521701,-0.3529350663826297,A,A,1
7528,7848,0.5008168852100863,0.15055299847889794,A,A,1
7688,8008,0.5349619153315738,-0.5011856493536515,A,A,1
7848,8168,0.5055925659821311,-0.43578392887420586,A,A,1
8008,8328,0.4894598862618268,0.014078502773880579,A,A,1
8168,8488,0.22089849334065204,0.018599669304784572,A,A,1
8328,8648,0.2855153010487479,0.0446320910167462,A,A,1
8488,8808,0.22183744384897822,0.021568341670375045,A,A,1
8648,8968,0.4521915653271767,-0.10614898922676558,A,A,1
8808,9128,0.5538559632620738,0.03753673428028972,A,A,1
8968,9288,0.5611969617370609,-0.15789135916862687,A,A,1
9128,9448,0.4363339354622969,-0.28963880793353963,A,A,1
9288,9608,0.4802842006769243,-0.1395268657558909,A,A,1
9448,9768,0.42066410679537003,0.025647828875356035,A,A,1
9608,9928,0.49265293838880037,-0.09442358699388573,A,A,1
9768,10088,0.2518042562583399,-0.315966943416314,A,A,1
9928,10248,0.2847683407036631,-0.37950944045794766,A,A,1
10088,10408,0.6226305038557357,-0.1889330416775803,A,A,1
10248,10568,0.27764043706228286,-0.2976429970241656,A,A,1
10408,10728,0.0378902333887285,0.08430148882115175,B,A,0
10568,10888,0.14701845010420275,0.1273529652346239,A,A,1
10728,11048,0.08256115724765259,-0.14308035496020344,A,A,1
10888,11208,0.062392230264569776,-0.3038219552024894,A,A,1
11048,11368,0.2212018440300331,-0.2473699300779936,A,A,1
11208,11528,0.2456362984545444,0.15327488918049315,A,A,1
11368,11688,0.44695355927337954,0.06485999660655663,A,A,1
11528,11848,0.31095309121631326,-0.27165429602781577,A,A,1
11688,12008,0.1779697304442907,0.20727077898310042,B,A,0
11848,12168,0.10015954911079905,0.12653939110213772,B,A,0
12008,12328,0.017777927982433495,-0.09302286931248814,A,A,1
12168,12488,0.09824081253071672,-0.14787608964785437,A,A,1
12328,12648,0.5132655894325964,-0.18463264430781198,A,A,1
12488,12808,0.6446821630564668,-0.569100798200718,A,A,1
12648,12968,0.6290565179765472,-0.3677904336292966,A,A,1
12808,13128,0.4060324976602134,0.005484284972424491,A,A,1
12968,13288,0.38462355696333084,-0.4159454763568242,A,A,1
13128,13448,-0.24542339309646738,0.07427062522242714,B,A,0
13288,13608,0.21862785664260592,-0.33276515074143237,A,A,1
13448,13768,0.707244342835064,-0.207012869321651,A,A,1
13608,13928,0.5291489180449498,-0.18398362054287382,A,A,1
13768,14088,0.3846253679678503,-0.23010113931854498,A,A,1
13928,14248,0.7695043947548954,0.2877779789058862,A,A,1
14088,14408,0.7621500045928384,-0.04842195363788585,A,A,1
14248,14568,0.5170678804747865,-0.04820318211789976,A,A,1
14408,14728,0.28208644502461183,-0.28024310251870604,A,A,1
14568,14888,0.0032866332731487776,-0.147136417858776,A,A,1
14728,15048,0.06454486187448846,0.12805890916517826,B,A,0
14888,15208,0.2557555206529436,-0.12892237166994583,A,A,1
15048,15368,0.35289175655323823,-0.007961735978547553,A,A,1
15208,15528,0.3183709392776239,0.3994252382830106,B,A,0
15368,15688,0.28642550017244095,0.30151897548534795,B,A,0
15528,15848,0.1123526032173153,0.012226527924185913,A,A,1
15688,16008,0.15108478059934843,-0.15106616722885696,A,A,1
15848,16168,-0.09534820427886213,-0.02271869214732766,B,A,0
16008,16328,-0.27612164699118835,0.04409572266323187,B,A,0
16168,16488,-0.14560356669655142,0.19118848787865722,B,A,0
16328,16648,0.06932672794912956,0.14062739380978986,B,A,0
16488,16808,0.06766860454076985,0.1784856302346709,B,A,0
16648,16968,0.32955106940142315,0.1831940502166275,A,A,1
16808,17128,0.534634358062971,-0.366102749718368,A,A,1
16968,17288,0.6940467670177495,-0.061328729116881045,A,A,1
17128,17448,0.6726305574277542,-0.003974190125654428,A,A,1
17288,17608,0.70798891236918,0.18894736766017278,A,A,1
17448,17768,0.18791901783057613,0.3399059925529104,B,A,0
17608,17928,0.3269966290618451,0.1598815432629602,A,A,1
17768,18088,0.367396359018133,0.07178276106031738,A,A,1
17928,18248,0.2617005968339403,-0.06366925945673275,A,A,1
18088,18408,0.5965509677636165,0.3701782615442771,A,A,1
18248,18568,0.6236508894427379,0.0049791464455431035,A,A,1
18408,18728,0.5979608933158975,-0.216960169824914,A,A,1
18568,18888,0.7169394167213897,0.10687345668453246,A,A,1
18728,19048,0.37490504787554135,0.30530337052674106,A,A,1
18888,19208,-0.06280628473794413,0.012611134983765511,B,A,0
