start_idx,end_idx,rA,rB,pred,true,correct
8,328,0.13690337976145633,0.004714442663393429,A,B,0
168,488,0.5866968320623945,0.709514640079649,B,B,1
328,648,0.6153345069337891,-0.3972771706884835,A,B,0
488,808,0.17787438379147197,-0.03060928335157538,A,B,0
648,968,-0.13146143898398263,-0.008651229504414312,B,B,1
808,1128,0.5679776301837781,-0.3977261160846681,A,B,0
968,1288,0.565353260451,-0.2857788531024294,A,B,0
1128,1448,0.550155659324774,0.07380724927565648,A,B,0
1288,1608,0.3640321669631643,-0.29590379161154917,A,B,0
1448,1768,0.1452224532193592,-0.38933858742143757,A,B,0
1608,1928,0.04918309275610817,-0.14435418495070498,A,B,0
1768,2088,-0.0891622286242731,-0.12805966792019038,A,B,0
1928,2248,-0.14718909098189328,0.06077030942768398,B,B,1
2088,2408,0.3898711604168977,0.06476144327896126,A,B,0
2248,2568,0.11197536476596427,-0.6043643517079134,A,B,0
2408,2728,0.3400117273231396,-0.3383929484163102,A,B,0
2568,2888,0.516616659138247,0.05589060934257386,A,B,0
2728,3048,-0.13035965534710625,0.4588657888840256,B,B,1
2888,3208,0.2611130734855679,0.11181384664710074,A,B,0
3048,3368,0.3036891054910487,-0.1142823403343333,A,B,0
3208,3528,0.5485256553759253,0.12927888997478387,A,B,0
3368,3688,0.478251581411758,0.02965163532837953,A,B,0
3528,3848,0.22302537813852288,-0.029331720481521356,A,B,0
3688,4008,0.46480242970829744,-0.1299121287394149,A,B,0
3848,4168,0.5641554267441322,-0.21548840872860334,A,B,0
4008,4328,0.1411364737046957,0.25837629481141816,B,B,1
4168,4488,-0.15195970113833307,0.4143031668907153,B,B,1
4328,4648,-0.22709274430244603,-0.050826325724809295,B,B,1
4488,4808,-0.014433878923915979,0.0835109605554028,B,B,1
4648,4968,-0.05871659007850333,0.26524846297133814,B,B,1
4808,5128,0.21121855665623554,0.05623241648965827,A,B,0
4968,5288,0.29668991856773896,-0.07919720916328603,A,B,0
5128,5448,0.22040984800442764,0.12350511803081343,A,B,0
5288,5608,-0.08842456001653197,0.1320772662602793,B,B,1
5448,5768,-0.23617772056783456,-0.005304812462028057,B,B,1
5608,5928,-0.014835136637055034,0.11212299549413174,B,B,1
5768,6088,-0.19809958329766014,-0.03071632628362413,B,B,1
5928,6248,-0.07760893740702017,0.09865746954784234,B,B,1
6088,6408,0.058758398577708565,0.26991017365896197,B,B,1
6248,6568,0.052348513086042936,0.17561910036903478,B,B,1
6408,6728,0.1242633658200641,0.2344856866459343,B,B,1
6568,6888,0.572243369496045,0.21332970942315496,A,B,0
6728,7048,0.7449721494482582,0.08691236359063227,A,B,0
6888,7208,0.5740060219837991,-0.17076700442074505,A,B,0
7048,7368,0.7439283092764941,-0.11940849481273476,A,B,0
7208,7528,0.6525363996017935,-0.054176991019836765,A,B,0
7368,7688,0.5027524085022991,0.18486471732721935,A,B,0
7528,7848,0.16878291003379153,0.10695422240098196,A,B,0
7688,8008,-0.03182553825413472,-0.0813737560215167,A,B,0
7848,8168,0.3641401225570946,0.20900256985487042,A,B,0
