start_idx,end_idx,rA,rB,pred,true,correct
8,328,0.39075960237990537,0.06730918450527829,A,B,0
168,488,0.7616885880762797,-0.5208680217821436,A,B,0
328,648,0.8112669945347059,-0.41506119192407454,A,B,0
488,808,0.7509465957788131,-0.5216137804662064,A,B,0
648,968,0.6273157502460601,-0.4797250046849471,A,B,0
808,1128,0.6097099290383708,0.10129418551853238,A,B,0
968,1288,0.4986372048984346,-0.2524588030880383,A,B,0
1128,1448,0.23116493625676163,-0.26841831184748377,A,B,0
1288,1608,0.3838033183151713,0.29913566329189306,A,B,0
1448,1768,0.5294163059338179,-0.19736469389263114,A,B,0
1608,1928,0.5415119058503279,-0.11781262734037623,A,B,0
1768,2088,0.6983580305821027,-0.10717655932648369,A,B,0
1928,2248,0.4998621991248029,0.08476840942129518,A,B,0
2088,2408,-0.1889193002805602,0.14252828629438233,B,B,1
2248,2568,0.4922250554905859,0.12309479928973123,A,B,0
2408,2728,0.8030805323325386,-0.05737331002687899,A,B,0
2568,2888,0.42660267792161055,0.12783029446069247,A,B,0
2728,3048,0.6402349964480815,0.06117117893547971,A,B,0
2888,3208,0.6502224118743206,-0.17882019949929726,A,B,0
3048,3368,0.6718619726634316,-0.024352878359383746,A,B,0
3208,3528,0.7569452305959548,-0.2688040169761372,A,B,0
3368,3688,0.5104109285143048,-0.6648987118703074,A,B,0
3528,3848,0.2283941140215232,-0.02879960555656309,A,B,0
3688,4008,0.47684055421816585,0.5289010411149929,B,B,1
3848,4168,0.5274692874430092,0.281271450922812,A,B,0
4008,4328,0.5653244796288889,-0.09000172859710102,A,B,0
4168,4488,0.6393393275674747,0.04266594114034477,A,B,0
4328,4648,0.7297352169763489,0.3746804112365291,A,B,0
4488,4808,0.5941340133279079,-0.14391745365041228,A,B,0
4648,4968,0.5088696552249874,-0.16475225305478883,A,B,0
4808,5128,0.5294190798803908,-0.2161339891696254,A,B,0
4968,5288,0.6108508099365527,-0.0744020195967844,A,B,0
5128,5448,0.6169233303871643,0.09405802640303557,A,B,0
5288,5608,0.4709500228695087,0.018894232880062135,A,B,0
5448,5768,0.640964888538086,-0.11020435405917815,A,B,0
5608,5928,0.7676861463040291,-0.34020176597553536,A,B,0
5768,6088,0.7246892668287741,-0.12379781088913303,A,B,0
5928,6248,0.5125539912240703,0.0981866113836634,A,B,0
6088,6408,-0.28321372865790534,0.1244400725357727,B,B,1
6248,6568,0.010364043560661554,0.049154348618423646,B,B,1
6408,6728,0.4043522936623633,-0.1659477033167415,A,B,0
6568,6888,-0.10188287355124018,-0.27650774699611924,A,B,0
6728,7048,-0.19960291471007702,-0.20306282970166664,A,B,0
6888,7208,0.37095796884619286,0.24587850612487616,A,B,0
7048,7368,0.3232673788982622,0.2145843680824711,A,B,0
7208,7528,0.4929369762206534,-0.1203718945322473,A,B,0
7368,7688,0.6859271108427439,-0.3186615218966607,A,B,0
7528,7848,0.5948148975990832,-0.6795352140371919,A,B,0
7688,8008,0.7020428992332086,-0.34863137382233367,A,B,0
7848,8168,0.6946013740121153,-0.31556747275013414,A,B,0
8008,8328,0.7049457059733676,-0.2918426122580638,A,B,0
8168,8488,0.714351458248234,-0.11416871868423892,A,B,0
8328,8648,-0.3373002693509558,-0.07255970757139206,B,B,1
8488,8808,-0.3094400738235344,0.055878846909238465,B,B,1
8648,8968,0.20782018534422927,0.12389069159831657,A,B,0
8808,9128,0.47422292963552004,0.14128823615774677,A,B,0
8968,9288,0.5324432833561384,0.25242458628278225,A,B,0
9128,9448,0.18930032982206113,-0.03538746755717074,A,B,0
9288,9608,0.07702875107545637,0.321477936359569,B,B,1
9448,9768,0.04732564353594818,0.024052142351885433,A,B,0
9608,9928,-0.2184065880947418,-0.09768377572167386,B,B,1
9768,10088,-0.13271033193697904,0.34916524435620033,B,B,1
9928,10248,0.6555108696915065,0.011605936808896723,A,B,0
10088,10408,0.759603164674599,-0.2368181956352714,A,B,0
10248,10568,0.5878545914888745,-0.06648447459225404,A,B,0
10408,10728,0.47642165826594784,0.018979876886573065,A,B,0
10568,10888,0.45108516612721006,-0.0003588542446331229,A,B,0
10728,11048,0.5617875893383636,-0.11439807982382738,A,B,0
10888,11208,0.45379680558693514,-0.21398541544019578,A,B,0
11048,11368,0.6582334268563057,-0.1955716085310631,A,B,0
11208,11528,0.7621513621286238,-0.08999186653788613,A,B,0
11368,11688,0.5397722924620119,-0.23109214291690125,A,B,0
11528,11848,0.3900584228146745,-0.21699602255932565,A,B,0
11688,12008,0.49284215228082523,0.14588456587628082,A,B,0
11848,12168,0.324450303092554,0.2889257298895483,A,B,0
12008,12328,0.24987976719259186,0.10196872588844168,A,B,0
12168,12488,0.1783429858181577,-0.16522765115176163,A,B,0
12328,12648,0.4930914890713259,-0.4486998648116532,A,B,0
12488,12808,0.6999002141042439,-0.4657714344280611,A,B,0
12648,12968,0.4623647966724947,-0.4452594784234511,A,B,0
12808,13128,0.22079484291323065,-0.3367354068031603,A,B,0
12968,13288,0.4630107770157037,-0.19468642059952315,A,B,0
13128,13448,0.6062683468765523,-0.14095336810898962,A,B,0
13288,13608,0.665276407273825,-0.29696088592272873,A,B,0
13448,13768,0.6455539251116262,-0.06131036824931057,A,B,0
13608,13928,0.6763970553575025,-0.31410082350648116,A,B,0
13768,14088,0.5952857615118375,-0.5002739226873796,A,B,0
13928,14248,0.700629854304664,-0.1558195304448892,A,B,0
14088,14408,0.6659338700974673,-0.3805879644939992,A,B,0
14248,14568,0.6180611490512437,-0.137833312618657,A,B,0
14408,14728,0.20102130550982272,-0.4204076178666702,A,B,0
14568,14888,-0.008891267487184964,0.3291376048727844,B,B,1
14728,15048,0.5054440107274062,0.08669113980537833,A,B,0
14888,15208,0.4035007501882091,0.03554850167772946,A,B,0
15048,15368,0.1944715612998992,-0.10005336251842488,A,B,0
15208,15528,0.2627386857790432,-0.2778143954984239,A,B,0
15368,15688,-0.036426867637698465,-0.40032231926112205,A,B,0
15528,15848,0.15014335519195682,-0.13345180050032854,A,B,0
15688,16008,0.08183102936138513,-0.05254275094516693,A,B,0
15848,16168,-0.029320425485277194,-0.018629093321979567,B,B,1
16008,16328,0.1403374558300692,0.04462139442946288,A,B,0
16168,16488,0.22994546286369263,0.06486033327943526,A,B,0
16328,16648,-0.06352857231844732,-0.02766607389992031,B,B,1
16488,16808,-0.1276874639151925,0.043225422114435266,B,B,1
16648,16968,0.5294141631793939,0.3109265298834479,A,B,0
16808,17128,0.6149161581938389,-0.32476157058152444,A,B,0
16968,17288,0.739085329301907,-0.40089110150641133,A,B,0
17128,17448,0.809040268612324,-0.10046740719388879,A,B,0
17288,17608,0.7697832754537446,0.34881463221835135,A,B,0
17448,17768,0.7096291150835811,0.14568882397695546,A,B,0
17608,17928,0.6060826565900501,-0.14408301787828437,A,B,0
17768,18088,0.15819920856575237,0.1696462743704142,B,B,1
17928,18248,-0.02448197445160227,0.40889450481731016,B,B,1
18088,18408,0.7529717973548259,0.1226460284309876,A,B,0
18248,18568,0.7154315546646909,-0.17419889221012116,A,B,0
18408,18728,0.6691528892641094,-0.31513019923539853,A,B,0
18568,18888,0.6804372754607938,-0.19289042767097375,A,B,0
18728,19048,0.7777215879050978,0.49638084413056627,A,B,0
18888,19208,0.3725314314279673,-0.10926138026926531,A,B,0
19048,19368,0.07097521465378143,0.26660074397379235,B,B,1
19208,19528,0.26318351302937687,0.2744559177875706,B,B,1
19368,19688,0.17290427457026072,-0.018851480228356764,A,B,0
19528,19848,0.188441300500739,0.0345177107741853,A,B,0
19688,20008,0.20637336897083072,0.03485399746323672,A,B,0
19848,20168,0.3302730651430441,0.14078826815075682,A,B,0
20008,20328,0.4366153803998354,-0.006784687802494888,A,B,0
20168,20488,0.5376881537673563,0.28136307683551826,A,B,0
20328,20648,0.6176394613150313,-0.007952866002775194,A,B,0
20488,20808,0.6268807330165566,-0.4801164031503401,A,B,0
20648,20968,0.7016099488220626,-0.4616314863737341,A,B,0
20808,21128,0.7351227810589785,-0.1379110640081523,A,B,0
20968,21288,0.5807131468043951,0.22323758842098085,A,B,0
21128,21448,0.6516883453438566,0.5338973502079495,A,B,0
21288,21608,0.26255456559380697,0.43069813748136077,B,B,1
21448,21768,0.5834889889502806,-0.10370761159779042,A,B,0
21608,21928,0.6273076577852786,-0.49106000062836586,A,B,0
21768,22088,0.6715287559905558,-0.5460287520251746,A,B,0
21928,22248,0.6063740887883619,0.011711119509653766,A,B,0
22088,22408,0.5351019809728988,0.31184221543170426,A,B,0
22248,22568,0.6386950881637681,-0.33935521619575987,A,B,0
22408,22728,0.7446584049877442,-0.06784541341621103,A,B,0
