start_idx,end_idx,rA,rB,pred,true,correct
8,328,0.5854477100556985,-0.37096422769726567,A,B,0
168,488,0.43119754457767556,0.08447218196547329,A,B,0
328,648,0.6533020683902226,-0.13054580470329738,A,B,0
488,808,0.7448941889635187,-0.04026443991846581,A,B,0
648,968,0.6250194139351102,-0.527386534720512,A,B,0
808,1128,0.2927768810044472,0.5736043168184579,B,B,1
968,1288,0.5052189077350988,-0.18456797018020138,A,B,0
1128,1448,0.33551759866329983,-0.14399221743882243,A,B,0
1288,1608,0.04734187817941025,0.1659494906791294,B,B,1
1448,1768,0.7829189879980976,-0.07017815916293961,A,B,0
1608,1928,0.6418967048603151,-0.0028960122717175555,A,B,0
1768,2088,0.42036443612116664,-0.2698944893911262,A,B,0
1928,2248,0.38206242772786886,0.2257418225073002,A,B,0
2088,2408,0.2688972788376249,0.5114576397713907,B,B,1
2248,2568,0.2690858764950435,0.23229070740544103,A,B,0
2408,2728,0.390935777899352,-0.005198793724685373,A,B,0
2568,2888,0.2889299224985708,-0.19359653340324495,A,B,0
2728,3048,0.1707658903896096,0.04038294180904958,A,B,0
2888,3208,0.13429056675503057,0.1749204092377049,B,B,1
3048,3368,0.24413232446314936,-0.1112716409534236,A,B,0
3208,3528,0.34348200122814754,0.0025849377821486608,A,B,0
3368,3688,0.503201069931262,0.22723299652133375,A,B,0
3528,3848,0.7010864547929588,0.3315140424756138,A,B,0
3688,4008,0.33748915262661133,0.026316842379618368,A,B,0
3848,4168,0.3916345708588806,-0.03645381713729962,A,B,0
4008,4328,0.6316144473661194,-0.33748286818659745,A,B,0
4168,4488,0.21754297349538568,0.08597738769867012,A,B,0
4328,4648,-0.21366164584687966,0.1331419486971435,B,B,1
4488,4808,0.3557889664541202,-0.14023545364491713,A,B,0
4648,4968,0.6040049840237768,-0.3267559005776931,A,B,0
4808,5128,0.6118434327389635,-0.21221120676869903,A,B,0
4968,5288,0.10503013974434282,-0.0654575897576205,A,B,0
5128,5448,0.06198404127434339,0.08205914636333722,B,B,1
5288,5608,-0.053288632872205935,-0.3300370038365687,A,B,0
5448,5768,0.3220300348390525,-0.3498388312350613,A,B,0
5608,5928,0.095215939436951,-0.4406582298926325,A,B,0
5768,6088,0.4518400037933968,-0.09281627545215335,A,B,0
5928,6248,0.35444820570279667,-0.18055480943597732,A,B,0
6088,6408,0.12299010859280245,-0.12964791508794354,A,B,0
6248,6568,-0.02170140382628651,0.1297623536582477,B,B,1
6408,6728,0.19139173048240965,0.03016745391393086,A,B,0
6568,6888,0.37709825332040187,0.003825376103133512,A,B,0
6728,7048,0.12806080957434263,-0.10931061251913897,A,B,0
6888,7208,-0.20114969977919683,0.18968730785409899,B,B,1
7048,7368,-0.250153742176961,0.22599202757973666,B,B,1
7208,7528,-0.12804721351352819,0.17907048148035315,B,B,1
7368,7688,0.015496639278419542,-0.028544010371253148,A,B,0
7528,7848,0.2325459008847018,-0.14319725397248487,A,B,0
7688,8008,0.5938816729486396,-0.47097248738511177,A,B,0
7848,8168,0.7988518284322933,0.1314123646622308,A,B,0
8008,8328,0.714189919061632,-0.07945782632702747,A,B,0
8168,8488,0.7448132628891686,-0.1691258442589499,A,B,0
8328,8648,0.5659734647090836,-0.07410611987582123,A,B,0
8488,8808,0.6095971999321634,0.0226662671977531,A,B,0
8648,8968,0.4360091324686721,-0.285340281522745,A,B,0
8808,9128,0.1801274965404079,-0.3536635563758806,A,B,0
8968,9288,0.13995597347219702,0.07561603320260343,A,B,0
9128,9448,0.09274616683663364,0.3080824920784134,B,B,1
9288,9608,0.5698860935969386,-0.14767606814271708,A,B,0
9448,9768,0.6685256992075583,-0.4604480549799561,A,B,0
9608,9928,0.2323555709251478,0.14921959003486002,A,B,0
9768,10088,0.19740271428302308,-0.08535626932309678,A,B,0
9928,10248,0.2883813853438418,-0.222467892580212,A,B,0
10088,10408,0.08583911757327839,0.04548572860438655,A,B,0
10248,10568,-0.014334237636932607,-0.1621252461389624,A,B,0
10408,10728,-0.10922750823886886,-0.23564427336147575,A,B,0
