epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.675310,0.676637,0.576555,0.625000,0.00006029
2,0.656850,0.652117,0.637560,0.625000,0.00012029
3,0.549157,0.577259,0.727273,0.708333,0.00018029
4,0.446923,0.600442,0.826555,0.825000,0.00024029
5,0.375356,0.305415,0.886364,0.900000,0.00030000
6,0.241094,0.515653,0.928230,0.875000,0.00029993
7,0.192211,0.207175,0.952153,0.941667,0.00029970
8,0.172864,0.012427,0.956938,1.000000,0.00029934
9,0.049754,0.103054,0.989234,0.958333,0.00029882
10,0.052619,0.065539,0.988038,0.975000,0.00029816
11,0.066868,0.656711,0.988038,0.933333,0.00029735
12,0.086069,0.640706,0.986842,0.925000,0.00029640
13,0.082407,0.254323,0.984450,0.966667,0.00029530
14,0.230342,0.065531,0.971292,0.983333,0.00029406
15,0.054147,0.332267,0.989234,0.975000,0.00029269
16,0.013707,0.253566,0.998804,0.983333,0.00029117
17,0.026514,0.141071,0.994019,0.983333,0.00028951
18,0.026831,0.070967,0.992823,0.975000,0.00028772
19,0.116655,0.208749,0.979665,0.983333,0.00028579
20,0.047881,0.220500,0.989234,0.950000,0.00028373
21,0.026972,0.104575,0.995215,0.983333,0.00028154
22,0.036178,0.468205,0.991627,0.966667,0.00027922
23,0.030465,0.053306,0.994019,0.975000,0.00027678
24,0.062974,0.055599,0.990431,0.975000,0.00027422
25,0.059686,0.021372,0.991627,0.991667,0.00027153
26,0.093117,1.262622,0.986842,0.875000,0.00026873
27,0.156809,0.269269,0.989234,0.958333,0.00026582
28,0.031214,0.985686,0.991627,0.891667,0.00026280
29,0.167299,0.317669,0.980861,0.950000,0.00025967
30,0.001411,0.205803,1.000000,0.958333,0.00025643
31,0.001650,0.337691,0.998804,0.958333,0.00025310
32,0.035691,1.005458,0.991627,0.916667,0.00024967
33,0.066514,0.328295,0.990431,0.958333,0.00024615
34,0.077028,0.275287,0.986842,0.966667,0.00024253
35,0.036368,0.614301,0.992823,0.916667,0.00023884
36,0.010858,0.038639,0.998804,0.991667,0.00023506
37,0.008943,0.070980,0.998804,0.983333,0.00023121
38,0.016861,0.121603,0.995215,0.983333,0.00022728
39,0.003556,0.852632,0.997608,0.925000,0.00022329
40,0.145593,0.001015,0.985646,1.000000,0.00021923
41,0.000005,0.005274,1.000000,1.000000,0.00021511
42,0.000000,0.004960,1.000000,1.000000,0.00021094
43,0.000000,0.004190,1.000000,1.000000,0.00020672
44,0.000000,0.004203,1.000000,1.000000,0.00020245
45,0.000000,0.003965,1.000000,1.000000,0.00019814
46,0.000000,0.003704,1.000000,1.000000,0.00019380
47,0.000000,0.003591,1.000000,1.000000,0.00018942
48,0.000000,0.003367,1.000000,1.000000,0.00018502
49,0.000000,0.003190,1.000000,1.000000,0.00018059
50,0.000000,0.003018,1.000000,1.000000,0.00017615
51,0.000000,0.002928,1.000000,1.000000,0.00017169
52,0.000000,0.002745,1.000000,1.000000,0.00016723
53,0.000000,0.002623,1.000000,1.000000,0.00016277
54,0.000000,0.002529,1.000000,1.000000,0.00015831
55,0.000000,0.002427,1.000000,1.000000,0.00015385
56,0.000000,0.002351,1.000000,1.000000,0.00014941
57,0.000000,0.002285,1.000000,1.000000,0.00014498
58,0.000000,0.002240,1.000000,1.000000,0.00014058
59,0.000000,0.002225,1.000000,1.000000,0.00013620
60,0.000000,0.002144,1.000000,1.000000,0.00013186
61,0.000000,0.002047,1.000000,1.000000,0.00012755
62,0.000000,0.001945,1.000000,1.000000,0.00012328
63,0.000000,0.001875,1.000000,1.000000,0.00011906
64,0.000000,0.001843,1.000000,1.000000,0.00011489
65,0.000000,0.001762,1.000000,1.000000,0.00011077
66,0.000000,0.001693,1.000000,1.000000,0.00010671
67,0.000000,0.001568,1.000000,1.000000,0.00010272
68,0.000000,0.001519,1.000000,1.000000,0.00009879
69,0.000000,0.001439,1.000000,1.000000,0.00009494
70,0.000000,0.001373,1.000000,1.000000,0.00009116
71,0.000000,0.001276,1.000000,1.000000,0.00008747
72,0.000000,0.001220,1.000000,1.000000,0.00008385
73,0.000000,0.001160,1.000000,1.000000,0.00008033
74,0.000000,0.001145,1.000000,1.000000,0.00007690
75,0.000000,0.001081,1.000000,1.000000,0.00007357
76,0.000000,0.001056,1.000000,1.000000,0.00007033
77,0.000000,0.001023,1.000000,1.000000,0.00006720
78,0.000000,0.001010,1.000000,1.000000,0.00006418
79,0.000000,0.000984,1.000000,1.000000,0.00006127
80,0.000000,0.000932,1.000000,1.000000,0.00005847
81,0.000000,0.000905,1.000000,1.000000,0.00005578
82,0.000000,0.000880,1.000000,1.000000,0.00005322
83,0.000000,0.000842,1.000000,1.000000,0.00005078
84,0.000000,0.000822,1.000000,1.000000,0.00004846
85,0.000000,0.000783,1.000000,1.000000,0.00004627
86,0.000000,0.000749,1.000000,1.000000,0.00004421
87,0.000000,0.000724,1.000000,1.000000,0.00004228
88,0.000000,0.000708,1.000000,1.000000,0.00004049
89,0.000000,0.000687,1.000000,1.000000,0.00003883
90,0.000000,0.000662,1.000000,1.000000,0.00003731
