epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.687028,0.678876,0.569378,0.566667,0.00006029
2,0.639242,0.493990,0.641148,0.766667,0.00012029
3,0.538984,0.409292,0.764354,0.791667,0.00018029
4,0.465443,0.411926,0.809809,0.783333,0.00024029
5,0.420658,0.801970,0.843301,0.816667,0.00030000
6,0.429355,0.631365,0.876794,0.808333,0.00029993
7,0.304557,0.237362,0.910287,0.925000,0.00029970
8,0.265286,0.393564,0.942584,0.891667,0.00029934
9,0.162652,0.293168,0.961722,0.925000,0.00029882
10,0.147345,0.325720,0.977273,0.925000,0.00029816
11,0.130027,0.436580,0.977273,0.908333,0.00029735
12,0.165622,0.413418,0.961722,0.933333,0.00029640
13,0.045879,0.312155,0.986842,0.950000,0.00029530
14,0.018841,0.689165,0.992823,0.925000,0.00029406
15,0.034455,0.981073,0.990431,0.908333,0.00029269
16,0.075952,0.847316,0.988038,0.900000,0.00029117
17,0.075996,0.489519,0.985646,0.925000,0.00028951
18,0.082244,1.013431,0.984450,0.891667,0.00028772
19,0.079900,0.980471,0.988038,0.933333,0.00028579
20,0.036320,0.960106,0.995215,0.925000,0.00028373
21,0.121766,0.665515,0.982057,0.900000,0.00028154
22,0.043468,1.814852,0.992823,0.883333,0.00027922
23,0.071249,1.282537,0.990431,0.900000,0.00027678
24,0.043879,0.719263,0.991627,0.925000,0.00027422
25,0.026068,0.704298,0.994019,0.941667,0.00027153
26,0.022374,1.177869,0.992823,0.950000,0.00026873
27,0.030664,0.870725,0.996411,0.916667,0.00026582
28,0.005843,1.434149,0.998804,0.925000,0.00026280
29,0.133677,1.498611,0.989234,0.933333,0.00025967
30,0.088486,0.890934,0.984450,0.900000,0.00025643
31,0.044655,1.538245,0.992823,0.908333,0.00025310
32,0.054401,1.094266,0.997608,0.925000,0.00024967
33,0.076025,0.784729,0.992823,0.941667,0.00024615
34,0.025547,1.477301,0.996411,0.925000,0.00024253
35,0.055948,0.819483,0.989234,0.941667,0.00023884
36,0.017154,1.309534,0.995215,0.950000,0.00023506
37,0.010856,1.815177,0.996411,0.950000,0.00023121
38,0.000014,1.182653,1.000000,0.950000,0.00022728
39,0.000003,1.071019,1.000000,0.950000,0.00022329
40,0.000000,1.067475,1.000000,0.958333,0.00021923
41,0.000000,1.068446,1.000000,0.958333,0.00021511
42,0.000000,1.071815,1.000000,0.958333,0.00021094
43,0.000000,1.073704,1.000000,0.958333,0.00020672
44,0.000000,1.082923,1.000000,0.966667,0.00020245
45,0.000000,1.085317,1.000000,0.958333,0.00019814
46,0.000000,1.085865,1.000000,0.958333,0.00019380
47,0.000000,1.087000,1.000000,0.958333,0.00018942
48,0.000000,1.089199,1.000000,0.958333,0.00018502
49,0.000000,1.090542,1.000000,0.966667,0.00018059
50,0.000000,1.093276,1.000000,0.966667,0.00017615
51,0.000000,1.094101,1.000000,0.966667,0.00017169
52,0.000000,1.096795,1.000000,0.966667,0.00016723
53,0.000000,1.097923,1.000000,0.966667,0.00016277
54,0.000000,1.098691,1.000000,0.966667,0.00015831
55,0.000000,1.097829,1.000000,0.966667,0.00015385
56,0.000000,1.100796,1.000000,0.966667,0.00014941
57,0.000000,1.101960,1.000000,0.966667,0.00014498
