epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.688681,0.659285,0.516746,0.558333,0.00006029
2,0.673758,0.656220,0.555024,0.541667,0.00012029
3,0.616955,0.549100,0.655502,0.675000,0.00018029
4,0.545752,0.617610,0.733254,0.750000,0.00024029
5,0.464602,0.561097,0.831340,0.783333,0.00030000
6,0.347025,0.901314,0.876794,0.791667,0.00029993
7,0.308060,0.797255,0.919856,0.825000,0.00029970
8,0.235148,0.860887,0.940191,0.883333,0.00029934
9,0.130084,1.160258,0.966507,0.841667,0.00029882
10,0.071375,1.013456,0.979665,0.883333,0.00029816
11,0.022723,1.443958,0.992823,0.858333,0.00029735
12,0.020178,1.524493,0.995215,0.891667,0.00029640
13,0.014295,1.535974,0.994019,0.866667,0.00029530
14,0.068674,1.823394,0.989234,0.900000,0.00029406
15,0.012797,1.768543,0.997608,0.883333,0.00029269
16,0.000237,1.489597,1.000000,0.900000,0.00029117
17,0.001228,1.483101,1.000000,0.900000,0.00028951
18,0.036935,1.574679,0.990431,0.883333,0.00028772
19,0.054376,1.792755,0.985646,0.900000,0.00028579
20,0.052168,1.717550,0.985646,0.900000,0.00028373
21,0.076865,2.017218,0.979665,0.858333,0.00028154
22,0.054048,1.912999,0.986842,0.908333,0.00027922
23,0.063165,1.505943,0.985646,0.900000,0.00027678
24,0.055219,1.403119,0.984450,0.891667,0.00027422
25,0.017720,1.573380,0.997608,0.883333,0.00027153
26,0.000006,1.548911,1.000000,0.883333,0.00026873
27,0.000001,1.550840,1.000000,0.883333,0.00026582
28,0.000001,1.555192,1.000000,0.883333,0.00026280
29,0.000001,1.556982,1.000000,0.883333,0.00025967
30,0.000000,1.560311,1.000000,0.883333,0.00025643
31,0.000000,1.559845,1.000000,0.883333,0.00025310
32,0.000000,1.559616,1.000000,0.883333,0.00024967
33,0.000000,1.561448,1.000000,0.883333,0.00024615
34,0.000000,1.562360,1.000000,0.883333,0.00024253
35,0.000000,1.564683,1.000000,0.883333,0.00023884
36,0.000000,1.566613,1.000000,0.883333,0.00023506
37,0.000000,1.570116,1.000000,0.883333,0.00023121
38,0.000000,1.570089,1.000000,0.883333,0.00022728
39,0.000000,1.569849,1.000000,0.883333,0.00022329
40,0.000000,1.571616,1.000000,0.883333,0.00021923
41,0.000000,1.571367,1.000000,0.883333,0.00021511
42,0.000000,1.571650,1.000000,0.883333,0.00021094
43,0.000000,1.574552,1.000000,0.883333,0.00020672
44,0.000000,1.577838,1.000000,0.883333,0.00020245
45,0.000000,1.578496,1.000000,0.883333,0.00019814
46,0.000000,1.580027,1.000000,0.883333,0.00019380
47,0.000000,1.581223,1.000000,0.883333,0.00018942
48,0.000000,1.581384,1.000000,0.883333,0.00018502
49,0.000000,1.585250,1.000000,0.883333,0.00018059
50,0.000000,1.586380,1.000000,0.883333,0.00017615
51,0.000000,1.589280,1.000000,0.883333,0.00017169
52,0.000000,1.591306,1.000000,0.883333,0.00016723
53,0.000000,1.593010,1.000000,0.883333,0.00016277
