epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.687729,0.675069,0.526316,0.591667,0.00006029
2,0.675536,0.668290,0.599282,0.591667,0.00012029
3,0.643299,0.599273,0.629187,0.633333,0.00018029
4,0.617723,0.624068,0.683014,0.683333,0.00024029
5,0.542434,0.532412,0.760766,0.766667,0.00030000
6,0.485608,0.433692,0.814593,0.816667,0.00029993
7,0.381710,0.479942,0.864833,0.841667,0.00029970
8,0.282390,0.563282,0.904306,0.858333,0.00029934
9,0.266895,0.478505,0.927033,0.841667,0.00029882
10,0.223499,0.472025,0.940191,0.875000,0.00029816
11,0.149905,0.932055,0.967703,0.833333,0.00029735
12,0.128006,0.792137,0.960526,0.875000,0.00029640
13,0.113972,0.504364,0.970096,0.916667,0.00029530
14,0.029074,0.784332,0.991627,0.925000,0.00029406
15,0.068402,0.861288,0.986842,0.900000,0.00029269
16,0.028642,0.884354,0.990431,0.908333,0.00029117
17,0.048836,0.504707,0.989234,0.925000,0.00028951
18,0.068903,0.459235,0.984450,0.941667,0.00028772
19,0.024920,0.639160,0.991627,0.941667,0.00028579
20,0.010945,0.969998,0.995215,0.900000,0.00028373
21,0.100176,0.889229,0.983254,0.900000,0.00028154
22,0.099390,0.751260,0.982057,0.900000,0.00027922
23,0.024984,0.850933,0.992823,0.891667,0.00027678
24,0.027208,0.762783,0.996411,0.925000,0.00027422
25,0.064032,0.989259,0.991627,0.875000,0.00027153
26,0.040846,1.083560,0.991627,0.900000,0.00026873
27,0.065791,1.159894,0.988038,0.866667,0.00026582
28,0.008798,1.036001,0.998804,0.916667,0.00026280
29,0.069075,0.854368,0.990431,0.941667,0.00025967
30,0.027384,1.137943,0.994019,0.866667,0.00025643
31,0.040682,1.484587,0.994019,0.858333,0.00025310
32,0.029074,0.775983,0.992823,0.908333,0.00024967
33,0.048432,0.841221,0.992823,0.916667,0.00024615
34,0.024764,1.721003,0.992823,0.883333,0.00024253
35,0.086657,1.658415,0.984450,0.866667,0.00023884
36,0.099874,1.455089,0.994019,0.841667,0.00023506
37,0.032765,1.672914,0.994019,0.900000,0.00023121
38,0.087169,0.933889,0.990431,0.891667,0.00022728
39,0.003666,2.058763,0.998804,0.841667,0.00022329
40,0.007457,1.113554,0.997608,0.933333,0.00021923
41,0.069714,1.056566,0.991627,0.908333,0.00021511
42,0.002121,0.540370,0.998804,0.941667,0.00021094
43,0.007146,0.972224,0.997608,0.925000,0.00020672
44,0.039367,0.971320,0.995215,0.900000,0.00020245
45,0.024407,0.690831,0.996411,0.916667,0.00019814
46,0.039500,1.334568,0.992823,0.891667,0.00019380
47,0.115830,0.889473,0.988038,0.933333,0.00018942
48,0.001368,0.786256,1.000000,0.925000,0.00018502
49,0.004841,0.628842,0.996411,0.941667,0.00018059
50,0.011072,1.214284,0.998804,0.925000,0.00017615
51,0.020479,0.740912,0.997608,0.958333,0.00017169
52,0.008084,0.769075,0.997608,0.933333,0.00016723
53,0.002772,0.992601,0.998804,0.900000,0.00016277
54,0.003727,0.687704,0.998804,0.941667,0.00015831
55,0.005553,0.668380,0.997608,0.958333,0.00015385
56,0.006802,0.454382,0.998804,0.958333,0.00014941
