start_idx,end_idx,rA,rB,pred,true,correct
8,328,0.5179269088958252,-0.08729022496650053,A,B,0
168,488,0.49806969163978365,0.0404105763657044,A,B,0
328,648,0.37132227296276693,0.23459419511069757,A,B,0
488,808,0.07790948001633907,0.2226975865123854,B,B,1
648,968,0.33478723266177957,0.5976791442976632,B,B,1
808,1128,0.19549601433396915,0.6802183443269196,B,B,1
968,1288,0.17230813184805385,0.12283843488756704,A,B,0
1128,1448,0.5661314444275205,0.28357757609212064,A,B,0
1288,1608,0.7697894194069398,0.05330061187387255,A,B,0
1448,1768,0.3386158583760844,-0.1179430702228191,A,B,0
1608,1928,0.6484826463435175,-0.08486134732186408,A,B,0
1768,2088,0.6319406426537827,-0.029986458182134874,A,B,0
1928,2248,0.6631233106544625,-0.5016829649764476,A,B,0
2088,2408,0.47386950713865145,-0.30097924012778815,A,B,0
2248,2568,0.5182731023587452,-0.14465439188577775,A,B,0
2408,2728,0.2666055229042562,0.045134388292738886,A,B,0
2568,2888,0.6046059350826283,0.4499872442836368,A,B,0
2728,3048,0.3962666511099828,0.229294524193714,A,B,0
2888,3208,0.6092805491591022,0.0661671146436638,A,B,0
3048,3368,0.5649176683757458,-0.6062020668411333,A,B,0
3208,3528,0.0025014532482966517,-0.23704062007616628,A,B,0
3368,3688,-0.14677818442145651,0.5936426146295268,B,B,1
3528,3848,0.2528225678838524,0.4153485392728012,B,B,1
3688,4008,0.31568098753698315,0.07450848395728434,A,B,0
3848,4168,0.22495730736908096,-0.05632827121068639,A,B,0
4008,4328,0.1552438653229141,-0.22596151150406724,A,B,0
4168,4488,0.744046647052109,-0.08012631883736067,A,B,0
4328,4648,0.6693190985541198,0.07743872422127089,A,B,0
4488,4808,0.3649900201326786,0.09570767463060606,A,B,0
4648,4968,0.4515553950210966,-0.1929990250004554,A,B,0
4808,5128,0.45628556162763556,0.09143794033309223,A,B,0
4968,5288,0.6403629978046305,0.16247942812317687,A,B,0
5128,5448,0.680216728191001,-0.4410251917455122,A,B,0
5288,5608,0.689885795260387,-0.253138723787596,A,B,0
5448,5768,0.12168373142959389,-0.15030327312454816,A,B,0
5608,5928,0.2043864343922903,0.07158863271745788,A,B,0
5768,6088,0.5459668380866116,-0.025103749583135947,A,B,0
5928,6248,0.3934871781101477,-0.029919004367572114,A,B,0
6088,6408,0.401881979083284,0.12295864342019742,A,B,0
6248,6568,0.47882874710232304,-0.1769334696890705,A,B,0
6408,6728,0.36690989873264473,0.01855882169002918,A,B,0
6568,6888,0.34451780809781807,0.13918027535474875,A,B,0
6728,7048,0.4621493480273919,-0.11280665927807516,A,B,0
6888,7208,0.7246030013523344,-0.18107555000501235,A,B,0
7048,7368,0.7447677517524712,-0.2388119833012849,A,B,0
7208,7528,0.7846080672345821,0.6559794557934501,A,B,0
7368,7688,0.7358030026262675,0.21135713773295992,A,B,0
7528,7848,0.5568061141834565,-0.016539032316476347,A,B,0
7688,8008,0.04384247035222152,0.07566702767396533,B,B,1
7848,8168,0.4599130005498758,-0.07532524767630405,A,B,0
8008,8328,0.6304171198620359,0.18593519855704557,A,B,0
8168,8488,0.40770216602257114,0.08862609221200204,A,B,0
8328,8648,0.5495501417250088,0.1625160628564375,A,B,0
8488,8808,0.511060839194012,-0.08473232152493065,A,B,0
8648,8968,0.4467705520773287,-0.33246579987058833,A,B,0
8808,9128,0.47362218134394474,-0.4844129800756047,A,B,0
8968,9288,0.5319489967099472,-0.6354407301235602,A,B,0
9128,9448,0.5551589388595102,-0.35063396539795744,A,B,0
9288,9608,0.5498096356559438,-0.030488780430693616,A,B,0
9448,9768,0.6179562213582389,-0.039930070893179126,A,B,0
9608,9928,0.6694291703050501,0.046155149345955805,A,B,0
9768,10088,0.47528505425143575,-0.020310469266156973,A,B,0
9928,10248,0.6175320760752091,-0.13873305024048352,A,B,0
10088,10408,0.7095384391671252,-0.1464213734313174,A,B,0
10248,10568,0.5277119994806164,-0.12886251333417412,A,B,0
10408,10728,0.7511113511511799,0.03738360056478484,A,B,0
10568,10888,0.5624774111297365,-0.2305007198240866,A,B,0
10728,11048,0.0799743016945497,-0.061762422498299684,A,B,0
10888,11208,0.6232945758573031,-0.11121341533332653,A,B,0
11048,11368,0.6920502446076596,-0.3031675133794633,A,B,0
11208,11528,0.38664608237196024,-0.026855252970816486,A,B,0
11368,11688,0.4767791111344958,-0.006702848887238036,A,B,0
11528,11848,0.6559420343921991,-0.07558624493954769,A,B,0
11688,12008,0.6061222384934153,-0.35965697585593814,A,B,0
11848,12168,0.47243253833873666,-0.5928017173131254,A,B,0
12008,12328,0.37629134722625424,0.098364062712766,A,B,0
12168,12488,0.1193785877514554,-0.020690437056787053,A,B,0
12328,12648,0.06828834504637649,0.1558831388567557,B,B,1
12488,12808,-0.013766804534890896,0.1985245368147957,B,B,1
12648,12968,0.025102287794807613,0.1923688206047745,B,B,1
12808,13128,-0.04119726766404109,-0.08477455729605299,A,B,0
12968,13288,0.6002405445712744,0.05842637939694972,A,B,0
13128,13448,0.5531999990750613,0.15566034699378303,A,B,0
13288,13608,0.5515877928171921,-0.5290905315188003,A,B,0
13448,13768,0.525061639764424,-0.5812892619517893,A,B,0
13608,13928,0.27002017403669126,-0.2349527455003545,A,B,0
13768,14088,0.5178400493310766,-0.12362205096967643,A,B,0
13928,14248,0.435095177591935,-0.29459808868331083,A,B,0
14088,14408,0.6134405886918727,-0.3512913256658844,A,B,0
14248,14568,0.7344015785516534,-0.27844040979505186,A,B,0
14408,14728,0.44905712352774046,-0.17048548735035815,A,B,0
14568,14888,0.3137054800045989,0.1238909598179815,A,B,0
14728,15048,0.27664637771355194,0.18956729497023586,A,B,0
14888,15208,0.5666353733172339,0.3805937509688065,A,B,0
15048,15368,0.03198630529398047,-0.023146812037345057,A,B,0
15208,15528,0.13543942582785662,-0.3247971164640982,A,B,0
15368,15688,0.4546043913808544,-0.5680119015703485,A,B,0
